budget,revenue,runtime,popularity,vote_average,Language_count,lang_de,lang_en,lang_es,lang_fr,lang_hi,lang_other,lang_pt,lang_ru,lang_tr,season_Fall,season_Summer,season_Winter,Action,Adventure,Animation,Crime,Documentary,Drama,Family,Fantasy,Horror,Romance,Science Fiction
16.906553056777135,19.58808987422816,195,65.084,8.573,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17.292124609823084,20.1658725791102,132,40.104,7.892,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
18.8906843794481,20.84718820781394,129,49.913,7.447,5,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
19.11382792951231,20.85645955656582,143,33.456,7.227,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
18.46947091764561,20.39918628126129,91,31.024,7.162,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19.33697147982652,20.432730064563454,132,60.194,7.5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
18.980296537602072,20.22449086980768,140,50.088,7.6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
19.11382792951231,20.091900257585234,116,55.042,6.807,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
17.76675429577647,19.67946643368249,141,44.814,7.971,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
19.11382792951231,20.777808257502148,133,33.1,7.488,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
19.11382792951231,21.010471919382915,152,47.241,6.825,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
19.23161096461314,20.319866871394915,143,44.96,6.614,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
18.049617077054286,20.095305984503263,95,47.416,7.227,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19.11382792951231,20.486247035525807,127,24.172,7.258,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
18.31532023940565,19.7436748249977,117,80.675,8.404,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
18.826145858727198,19.978759599836632,115,60.854,7.04,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
15.009433329466965,16.38751199098573,107,54.495,8.381,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18.31532023940565,19.490430491366318,151,42.503,8.166,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
17.216707972959764,18.978010028401325,100,33.966,8.049,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19.11382792951231,20.78808841523593,103,69.145,7.792,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
16.012735246411598,17.49744336489725,113,31.795,8.188,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.811242881518265,18.095755363059983,108,54.124,8.101,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
16.588099342704055,17.628485857731853,111,58.625,8.316,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
16.380459992348886,19.61277744672849,108,34.932,7.672,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
17.804494623047066,18.70217649048812,132,42.174,7.897,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
18.560442695023177,20.644566249133433,136,46.845,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16.951004817371683,17.67310381864067,126,37.608,7.862,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
19.519293035953808,20.68348496797515,169,81.883,7.239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
19.33697147982652,20.678289170592233,144,94.048,7.309,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
